Index,ISLANDNAME,PLOT,Easting,Northing,OCODES,BRCR,URB_100Z,RUR_100Z,FOR0_100Z,FOR1_100Z,FOR2_100Z,SAV_100Z,SHR_100Z,CR_CL_2Z,CR_CL_3Z,Is_sizeZ,rd_up_100Z,rd_p_100Z
235,Pender South,PEN30,484874,5399499,b,0,-0.180973645,2.138352107,-0.024920696,-0.343503279,-0.453203233,-0.46421402,-0.202047601,-0.952985721,-0.734216017,-0.374749255,-0.56544841,-0.342724967
236,Pender North,PEN31,476782,5405527,b,1,0.561408734,-0.087681872,0.117042218,0.934272751,-0.635999983,-0.46421402,-0.202047601,-0.387974752,0.084757971,-0.315754795,-0.56544841,2.658353048
237,Pender North,PEN32,476516,5405716,b,0,-0.180973645,1.545189965,-0.244224744,0.259417522,-0.635999983,-0.46421402,-0.202047601,0.190705285,-0.589552487,-0.315754795,-0.56544841,1.562386007
238,Pender North,PEN33,476334,5405819,b,1,-0.180973645,1.275469742,-0.244224744,0.437724056,-0.635999983,-0.46421402,-0.202047601,0.298098137,0.113734481,-0.315754795,-0.56544841,1.566316563
239,Pender North,PEN34,477230,5405378,b,1,-0.180973645,0.018427167,-0.244224744,0.545557663,-0.635999983,0.832358189,-0.202047601,-0.229002515,-0.394354285,-0.315754795,-0.56544841,1.599296493
240,Pender North,PEN35,477429,5405383,b,1,-0.180973645,-0.124443875,-0.244224744,1.157888297,-0.561752024,-0.132356235,-0.202047601,0.84095777,-0.48543104,-0.315754795,-0.56544841,2.673267008
241,Pender North,PEN36,477294,5405489,b,1,-0.180973645,-0.413305792,-0.244224744,0.280898055,-0.260594762,1.741735485,-0.202047601,1.196185371,-0.474098712,-0.315754795,-0.56544841,-0.342724967
242,Pender North,PEN37,477448,5405548,b,1,-0.180973645,2.141616593,-0.244224744,-0.502706153,-0.210448132,-0.441672933,-0.050959341,-0.88039436,-0.297540255,-0.315754795,-0.56544841,1.299731416
243,Pender North,PEN38,477126,5405799,b,0,-0.087374131,1.925556795,-0.244224744,-0.379764163,-0.183964649,-0.46421402,-0.202047601,-1.321285583,-0.588628037,-0.315754795,-0.56544841,0.837514367
244,Pender North,PEN39,477142,5406046,b,0,-0.180973645,2.357926663,-0.244224744,-0.842531825,-0.04799159,-0.46421402,0.394478855,-1.518348264,-0.861400343,-0.315754795,0.239582519,1.718270796
245,Pender North,PEN40,477018,5406183,b,0,-0.180973645,1.759836868,-0.244224744,-0.472417173,0.047256136,-0.46421402,0.12575718,-0.527297906,-0.830409955,-0.315754795,-0.56544841,1.557890309
246,Pender North,PEN41,476872,5406121,b,0,-0.180973645,2.143553049,-0.244224744,-0.423251256,-0.635999983,-0.46421402,1.383284147,-0.629420402,-0.087843843,-0.315754795,1.490182818,-0.342724967
247,Pender North,PEN42,476686,5406316,b,0,-0.180973645,1.994934525,-0.244224744,-0.830095173,-0.020866544,-0.46421402,-0.202047601,-0.562199227,-0.861400343,-0.315754795,-0.56544841,1.629602793
248,Piers,PIE01,468889,5394740,d,1,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.694259157,2.111486696,-0.401306672,1.467209342,-0.342724967
249,Piers,PIE02,468900,5394929,d,1,-0.180973645,-0.413305792,-0.244224744,1.527088562,-0.635999983,-0.46421402,-0.202047601,1.353307504,0.169090511,-0.401306672,1.522444912,-0.342724967
250,Piers,PIE19,469021,5395041,d,0,-0.180973645,-0.367830175,-0.244224744,1.249705388,-0.635999983,-0.46421402,-0.202047601,0.771605448,0.171462791,-0.401306672,1.53810208,-0.342724967
251,Piers,PIE13,469059,5394394,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.213805307,-0.778967901,-0.401306672,1.508288838,-0.342724967
252,Piers,PIE05,469249,5394832,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.832197717,1.345934506,-0.401306672,-0.56544841,-0.342724967
253,Piers,PIER8,469189,5394701,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.330774211,0.571134977,-0.401306672,-0.56544841,-0.342724967
254,Piers,PIE07,469141,5394574,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.390060013,0.415725077,-0.401306672,-0.56544841,-0.342724967
255,Piers,PIE08,469099,5394685,d,1,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.977920821,1.390194298,-0.401306672,-0.56544841,-0.342724967
256,Piers,PIER9,468829,5394787,d,0,-0.180973645,-0.413305792,-0.244224744,1.40391648,-0.635999983,-0.46421402,-0.202047601,0.745435969,0.677628703,-0.401306672,1.273007435,-0.342724967
257,Piers,PIE10,468845,5394628,d,0,-0.180973645,-0.413305792,-0.244224744,1.474821177,-0.635999983,-0.46421402,-0.202047601,1.078025021,1.16755275,-0.401306672,1.466306143,-0.342724967
258,Piers,PIE11,468982,5394557,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.153532059,0.189203686,-0.401306672,0.813481819,-0.342724967
261,Piers,PIE14,469177,5394390,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.641417013,-0.618654154,-0.401306672,0.946712991,-0.342724967
262,Piers,PIE15,469519,5394364,d,1,-0.180973645,-0.413305792,-0.244224744,1.520989713,-0.635999983,-0.46421402,-0.202047601,0.709777245,0.214866401,-0.401306672,1.491262468,-0.342724967
263,Piers,PIE16,469679,5394545,d,1,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.489178634,0.231790936,-0.401306672,0.298941528,-0.342724967
264,Piers,PIE17,469606,5394801,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.462678502,0.069784735,-0.401306672,0.528488932,-0.342724967
265,Piers,PIE18,469483,5394937,d,0,-0.180973645,2.230315001,-0.244224744,-0.19349528,-0.635999983,-0.46421402,-0.202047601,-0.15538573,-0.518739663,-0.401306672,-0.56544841,-0.342724967
268,Piers,PIE21,468939,5394482,d,0,-0.180973645,-0.413305792,-0.244224744,1.482420284,-0.635999983,-0.46421402,-0.202047601,0.37055386,0.349378055,-0.401306672,1.501829513,-0.342724967
269,Piers,PIE22,469230,5394469,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.272571344,0.723706105,-0.401306672,-0.56544841,-0.342724967
270,Piers,PIE23,469280,5394740,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.638673563,2.28295357,-0.401306672,-0.56544841,-0.342724967
271,Piers,PIE24,469055,5394901,d,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.870239331,1.683384136,-0.401306672,-0.56544841,-0.342724967
272,Piers,PIE25,469050,5395090,d,0,-0.180973645,0.185417813,-0.244224744,0.59908494,-0.635999983,-0.46421402,-0.202047601,0.012961815,-0.397224345,-0.401306672,1.294150189,-0.342724967
273,Portland,POR01,471794,5396623,c,1,-0.180973645,-0.413305792,0.232850609,-1.013014826,1.365575968,0.154900409,-0.202047601,-0.391995067,0.233372456,-0.397421779,-0.56544841,-0.342724967
274,Portland,POR02,471903,5396553,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,1.734692665,-0.226229748,-0.202047601,0.563436716,0.373698185,-0.397421779,-0.56544841,-0.342724967
276,Portland,POR04,472037,5396389,b,0,-0.180973645,-0.413305792,-0.244224744,0.284445733,0.331762773,-0.057692885,-0.202047601,1.114243659,-0.341731781,-0.397421779,-0.56544841,-0.342724967
277,Portland,POR05,471995,5396425,c,0,-0.180973645,-0.413305792,-0.244224744,-0.234394378,0.692575032,-0.276168579,-0.202047601,0.705738484,-0.440030619,-0.397421779,-0.56544841,-0.342724967
278,Portland,POR06,472210,5396301,b,1,-0.180973645,-0.413305792,-0.244224744,0.52604818,0.13891931,0.116938541,-0.202047601,1.632337939,-0.861286565,-0.397421779,-0.56544841,-0.342724967
279,Portland,POR07,472307,5396160,c,0,-0.180973645,-0.413305792,-0.244224744,0.442111082,-0.4647018,-0.318828706,-0.202047601,0.608355727,-0.861400343,-0.397421779,-0.56544841,-0.342724967
280,Portland,POR08,472529,5396197,b,1,-0.180973645,-0.413305792,-0.244224744,-0.406374065,1.221818153,-0.076491353,-0.202047601,0.080305608,0.835675416,-0.397421779,-0.56544841,-0.342724967
281,Portland,POR09,472673,5396300,c,1,-0.180973645,-0.413305792,-0.244224744,-0.303370825,-0.628708963,1.66705684,-0.202047601,-0.559316102,-0.683621613,-0.397421779,-0.56544841,-0.342724967
282,Portland,POR10,472766,5396536,b,0,-0.180973645,-0.413305792,1.792759366,0.0896666,0.186838207,-0.46421402,-0.202047601,-0.487497336,1.998718092,-0.397421779,-0.56544841,-0.342724967
283,Portland,POR11,472773,5396692,c,0,-0.180973645,-0.413305792,-0.056192814,1.495222023,-0.635999983,-0.46421402,-0.202047601,0.647037553,2.30009144,-0.397421779,-0.56544841,-0.342724967
284,Portland,POR12,473037,5396559,b,1,-0.180973645,-0.413305792,-0.244224744,-0.225642144,-0.07863493,1.481090597,-0.202047601,-0.270259296,0.224685476,-0.397421779,-0.56544841,-0.342724967
285,Portland,POR13,472648,5396800,c,0,-0.180973645,-0.413305792,2.122655858,0.34560532,-0.036430386,-0.46421402,-0.202047601,-0.157159877,0.787948227,-0.397421779,-0.56544841,-0.342724967
286,Portland,POR14,473091,5396744,b,0,-0.180973645,-0.413305792,-0.244224744,-0.89621844,0.633921144,1.89773448,-0.202047601,-0.23725691,-0.65054908,-0.397421779,-0.56544841,-0.342724967
287,Portland,POR15,472691,5396986,c,0,-0.180973645,-0.413305792,1.595076382,0.976803991,-0.635999983,-0.46421402,-0.202047601,1.109888047,-0.583727033,-0.397421779,-0.56544841,-0.342724967
288,Portland,POR16,473306,5396943,b,0,-0.180973645,-0.413305792,-0.244224744,0.320922243,-0.635999983,0.670024011,-0.202047601,-0.428818108,-0.708408234,-0.397421779,-0.56544841,-0.342724967
289,Portland,POR17,472666,5397251,c,0,-0.180973645,-0.413305792,0.247509872,1.277758734,-0.478735582,-0.46421402,-0.202047601,-0.064452838,1.835832953,-0.397421779,-0.56544841,-0.342724967
290,Portland,POR18,473434,5397099,b,1,-0.180973645,-0.413305792,-0.244224744,-0.421083641,0.300871095,-0.229148851,-0.202047601,-0.12600651,-0.736975143,-0.397421779,-0.56544841,-0.342724967
291,Portland,POR19,472759,5397481,c,0,-0.180973645,-0.413305792,0.792820584,0.043970965,0.889699558,-0.46421402,-0.202047601,0.265694728,0.277083268,-0.397421779,-0.56544841,-0.342724967
292,Portland,POR20,473305,5397323,b,1,-0.180973645,-0.413305792,-0.244224744,0.831576555,-0.635999983,-0.46421402,-0.202047601,-0.076582143,0.142412324,-0.397421779,-0.56544841,-0.342724967
293,Portland,POR21,472623,5397648,c,0,-0.180973645,-0.413305792,1.27197863,-0.622956483,0.995392287,0.511806665,-0.202047601,0.66806255,0.380610222,-0.397421779,-0.56544841,-0.342724967
294,Portland,POR22,473290,5397591,b,1,-0.180973645,-0.413305792,-0.244224744,0.585152834,-0.284195811,-0.46421402,0.361915503,-0.085774068,0.311353318,-0.397421779,-0.56544841,-0.342724967
295,Portland,POR23,472477,5397695,c,0,-0.180973645,-0.413305792,0.138707635,-0.651775513,1.171400199,0.430802594,-0.202047601,0.39441098,-0.181042565,-0.397421779,-0.56544841,-0.342724967
296,Portland,POR24,472353,5397633,c,0,-0.180973645,-0.413305792,-0.244224744,-0.018411853,0.902264377,-0.46421402,-0.202047601,0.766644348,0.325484594,-0.397421779,-0.56544841,-0.342724967
297,Portland,POR25,473072,5397807,b,0,-0.180973645,-0.413305792,-0.244224744,1.059356646,-0.634938176,-0.46421402,-0.202047601,0.323916042,-0.34162938,-0.397421779,-0.56544841,-0.342724967
298,Portland,POR26,472155,5397562,c,0,-0.180973645,-0.413305792,-0.244224744,-0.213331855,-0.635999983,1.194000281,-0.202047601,0.13835439,-0.683621613,-0.397421779,-0.56544841,-0.342724967
299,Portland,POR27,472890,5397896,b,1,-0.180973645,-0.413305792,-0.244224744,1.000869127,-0.159819792,-0.388611985,-0.202047601,1.660442161,-0.517584812,-0.397421779,-0.56544841,-0.342724967
300,Prevost,PRE01,470869,5409661,b,1,-0.180973645,-0.413305792,1.878490926,0.330665412,-0.635999983,-0.46421402,-0.202047601,0.262392754,-0.759514642,-0.382643445,-0.56544841,-0.342724967
301,Prevost,PRE02,470909,5409512,b,1,-0.180973645,-0.413305792,0.232268266,1.319053116,-0.635999983,-0.271903154,-0.202047601,0.869618651,1.202383159,-0.382643445,-0.56544841,-0.342724967
302,Prevost,PRE03,471002,5409558,c,0,-0.180973645,-0.413305792,0.440068643,1.304074983,-0.635999983,-0.46421402,-0.202047601,0.387291606,2.144197982,-0.382643445,-0.56544841,-0.342724967
303,Prevost,PRE04,470981,5409409,c,0,-0.180973645,-0.413305792,-0.23943185,0.819853199,-0.635999983,1.182408933,-0.202047601,0.571761642,2.361619947,-0.382643445,-0.56544841,-0.342724967
304,Prevost,PRE05,470946,5409351,b,0,-0.180973645,-0.413305792,-0.244224744,0.616366637,-0.428866184,1.281614969,-0.202047601,1.186521425,0.70122634,-0.382643445,-0.56544841,-0.342724967
305,Prevost,PRE06,471082,5409245,c,0,-0.180973645,-0.413305792,-0.244224744,1.114025513,-0.331964117,-0.005550253,-0.202047601,1.043558828,0.69825388,-0.382643445,-0.56544841,-0.342724967
306,Prevost,PRE07,471206,5409169,b,1,-0.180973645,-0.413305792,-0.244224744,1.192499239,-0.635999983,0.348557415,-0.202047601,1.470620386,0.054455942,-0.382643445,-0.56544841,-0.342724967
307,Prevost,PRE08,471360,5409242,c,0,-0.180973645,1.674607597,-0.244224744,0.173863177,-0.635999983,-0.46421402,-0.202047601,-0.520194808,-0.387376826,-0.382643445,-0.56544841,-0.342724967
308,Prevost,PRE09,471498,5409320,b,0,-0.180973645,1.75913681,-0.244224744,0.05105407,-0.549825641,-0.46421402,-0.202047601,-0.559259677,-0.741802191,-0.382643445,-0.56544841,-0.342724967
309,Prevost,PRE10,471151,5409418,c,0,-0.180973645,0.592344734,-0.244224744,0.649364814,-0.32687445,-0.46421402,-0.202047601,0.201327379,0.477526653,-0.382643445,-0.56544841,-0.342724967
311,Prevost,PRE12,470742,5409711,d,1,-0.180973645,-0.413305792,2.728013359,0.075620568,-0.564929656,-0.46421402,0.172633421,0.082505116,-0.725580238,-0.382643445,-0.56544841,-0.342724967
313,Prevost,PRE14,471361,5409535,d,0,-0.180973645,-0.413305792,-0.244224744,1.352432458,-0.37608625,-0.46421402,-0.202047601,0.670254462,1.486513392,-0.382643445,1.367496043,-0.342724967
314,Prevost,PRE15,471179,5409622,d,0,-0.180973645,-0.413305792,1.704762977,-0.192182346,0.530584393,-0.46421402,1.060800074,0.472012271,-0.303419754,-0.382643445,0.165843645,-0.342724967
315,Prevost,PRE16,471118,5409851,d,0,-0.180973645,-0.413305792,-0.244224744,0.3262522,-0.162433543,1.468503376,-0.202047601,1.404213039,0.076349748,-0.382643445,-0.169804687,-0.342724967
316,Prevost,PRE17,471409,5409851,d,1,-0.180973645,-0.413305792,-0.244224744,0.005559972,1.247641401,-0.270894211,-0.202047601,1.500666946,0.125783613,-0.382643445,2.649988967,-0.342724967
317,Prevost,PRE18,471103,5410003,d,0,-0.180973645,-0.413305792,-0.244224744,1.186072441,-0.635999983,0.362930529,-0.202047601,0.099644351,3.79837929,-0.382643445,1.456625346,-0.342724967
318,Prevost,PRE19,471099,5410166,d,0,-0.180973645,-0.413305792,-0.244224744,1.331892713,-0.349634472,-0.46421402,-0.202047601,0.837864136,1.623257947,-0.382643445,1.091725499,-0.342724967
319,Reay,REA01,475751,5392373,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,-0.635999983,0.701843568,-0.202047601,-1.527173424,-0.861400343,-0.404802534,-0.56544841,-0.342724967
323,Reay,REA06,475766,5392325,d,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,-0.635999983,0.936065335,-0.202047601,-1.527173424,-0.861400343,-0.404802534,-0.56544841,-0.342724967
327,Rubly,RUB01,476970,5390262,d,0,-0.180973645,-0.177488938,-0.244224744,-1.013014826,-0.635999983,2.227170938,-0.202047601,-1.021502512,-0.861400343,-0.404760431,-0.56544841,-0.342724967
328,Rubly,RUB02,477039,5390295,d,0,-0.180973645,-0.299141048,-0.244224744,-1.013014826,-0.635999983,2.019394129,-0.202047601,-1.182803385,-0.861400343,-0.404760431,-0.56544841,-0.342724967
329,Rubly,RUB03,476966,5390357,d,0,-0.180973645,-0.124734798,-0.244224744,-1.013014826,-0.635999983,1.97506301,-0.202047601,-0.922374906,-0.683621613,-0.404760431,-0.56544841,-0.342724967
330,Rum,RUM01,479420,5390012,c,0,-0.180973645,-0.413305792,-0.244224744,-0.201662973,-0.108136852,0.493105078,0.014160772,0.259251374,-0.861400343,-0.404691814,-0.56544841,-0.342724967
332,Rum,RUM03,479604,5390039,b,0,-0.180973645,-0.413305792,-0.244224744,0.085132299,-0.541931134,1.192021228,-0.202047601,-0.000375212,-0.655509818,-0.404691814,-0.56544841,-0.342724967
335,Russell,RUS01,469720,5399404,d,0,-0.180973645,-0.413305792,-0.244224744,0.302688047,-0.635999983,-0.46421402,-0.202047601,-0.634892587,0.028679448,-0.404335475,-0.56544841,-0.342724967
336,Russell,RUS02,469896,5399376,d,0,-0.180973645,-0.413305792,-0.244224744,0.597779043,-0.635999983,-0.46421402,-0.202047601,-0.487137082,-0.033944176,-0.404335475,-0.56544841,-0.342724967
337,Russell,RUS03,469945,5399609,d,0,-0.180973645,-0.413305792,-0.244224744,0.784808596,-0.635999983,-0.46421402,-0.202047601,-0.440439584,0.810385325,-0.404335475,-0.56544841,-0.342724967
338,Russell,RUS04,469832,5399511,d,0,-0.180973645,-0.413305792,-0.244224744,0.799128049,-0.635999983,-0.46421402,-0.202047601,0.611568723,0.010457839,-0.404335475,-0.56544841,-0.342724967
339,Saltspring,SAL01,472781,5402374,c,1,-0.180973645,-0.413305792,-0.244224744,1.266397853,-0.265516134,-0.46421402,-0.202047601,1.112117938,0.202774603,0.200005071,0.64293615,-0.342724967
340,Saltspring,SAL02,472914,5402442,b,1,-0.180973645,-0.413305792,1.876058892,0.131600011,0.133756631,-0.46421402,-0.202047601,0.483724896,-0.861400343,0.200005071,0.189768785,-0.342724967
341,Saltspring,SAL03,472981,5402326,c,1,-0.180973645,-0.413305792,2.889293024,0.389270688,-0.635999983,-0.46421402,-0.202047601,-0.560874313,-0.80490084,0.200005071,0.497230434,-0.342724967
342,Saltspring,SAL04,472921,5402081,b,1,-0.180973645,-0.413305792,3.115270281,0.302464799,-0.635999983,-0.46421402,-0.202047601,-0.207972093,-0.528248691,0.200005071,-0.56544841,-0.342724967
343,Saltspring,SAL05,472777,5401935,c,0,-0.180973645,-0.413305792,4.590577811,0.032540451,-0.635999983,-0.46421402,-0.202047601,-0.781051904,-0.861386121,0.200005071,-0.56544841,-0.342724967
344,Saltspring,SAL06,472676,5401697,b,0,-0.180973645,-0.413305792,4.36947791,-0.280588221,-0.635999983,-0.46421402,-0.202047601,-0.868489672,-0.861400343,0.200005071,-0.56544841,-0.342724967
345,Saltspring,SAL07,472505,5401701,c,0,-0.180973645,-0.413305792,1.734591719,0.398423507,-0.635999983,-0.46421402,-0.202047601,0.629780042,-0.747553689,0.200005071,-0.56544841,-0.342724967
346,Saltspring,SAL08,472307,5401908,b,1,-0.180973645,-0.056595838,-0.244224744,1.038589467,-0.635999983,-0.46421402,-0.202047601,1.14997183,-0.448066217,0.200005071,-0.56544841,-0.342724967
347,Saltspring,SAL09,472217,5402140,c,0,-0.180973645,2.752478484,-0.244224744,-0.538720003,-0.635999983,-0.46421402,-0.202047601,-0.877977831,-0.861400343,0.200005071,0.765668349,-0.342724967
348,Saltspring,SAL10,472279,5402337,b,0,-0.180973645,2.666964561,-0.244224744,-0.48218502,-0.635999983,-0.46421402,-0.202047601,-0.743525714,-0.861400343,0.200005071,1.488487445,-0.342724967
349,Saltspring,SAL11,472475,5402374,c,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.448284583,-0.020148547,0.200005071,2.333102688,-0.342724967
350,Saltspring,SAL12,472355,5402556,c,0,-0.180973645,-0.305396659,-0.244224744,1.482903547,-0.635999983,-0.46421402,-0.202047601,1.295288019,-0.547938041,0.200005071,-0.56544841,-0.342724967
351,Saltspring,SAL13,472530,5402634,b,1,-0.180973645,-0.413305792,-0.244224744,1.499215368,-0.605371593,-0.46421402,-0.202047601,0.561350059,0.759423985,0.200005071,-0.56544841,-0.342724967
352,Saltspring,SAL14,472383,5402757,b,1,-0.180973645,0.073224405,-0.244224744,0.080828568,-0.635999983,1.185191937,-0.202047601,0.13273029,-0.547167193,0.200005071,-0.56544841,-0.342724967
353,Saltspring,SAL15,472449,5402903,c,0,-0.180973645,0.676730699,-0.244224744,-1.013014826,-0.635999983,2.283070207,-0.202047601,-0.043664394,-0.861400343,0.200005071,-0.56544841,-0.342724967
354,Saltspring,SAL16,472460,5403062,b,0,-0.180973645,1.574800301,-0.244224744,-0.929322992,-0.635999983,0.292879519,-0.202047601,-1.158771562,-0.861400343,0.200005071,-0.56544841,-0.342724967
355,Saltspring,SAL17,472252,5403117,c,0,-0.180973645,-0.315563309,-0.244224744,0.889191859,-0.635999983,-0.46421402,-0.202047601,-0.228195197,1.824688359,0.200005071,-0.56544841,-0.342724967
356,Saltspring,SAl18,472118,5403298,c,0,-0.180973645,-0.314505863,-0.244224744,1.488921589,-0.635999983,-0.46421402,-0.202047601,0.33524454,1.97693522,0.200005071,-0.56544841,-0.342724967
357,Saltspring,SAL19,471928,5403316,b,1,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.509789425,-0.600526412,0.200005071,-0.56544841,-0.342724967
358,Saltspring,SAL20,471712,5403254,c,0,-0.180973645,-0.230276693,2.691107568,0.501770526,-0.635999983,-0.46421402,-0.147285072,0.988478893,0.733832382,0.200005071,-0.56544841,-0.342724967
359,Saltspring,SAL21,471580,5403458,b,0,-0.180973645,-0.413305792,0.014477514,0.162872816,-0.635999983,-0.46421402,7.032753073,0.667071849,-0.694726383,0.200005071,-0.56544841,-0.342724967
360,Saltspring,SAL22,471536,5403638,c,1,-0.180973645,-0.413305792,-0.244224744,1.325547804,-0.635999983,-0.46421402,1.060806027,1.311487553,-0.599710052,0.200005071,-0.56544841,-0.342724967
361,Saltspring,SAL23,471731,5403053,b,1,-0.180973645,0.344700895,2.623917627,0.15264282,-0.635999983,-0.46421402,-0.202047601,0.585892966,1.292543997,0.200005071,-0.56544841,-0.342724967
362,Saltspring,SAL24,467250,5403282,c,0,-0.180973645,1.693917775,1.344410482,-0.797250736,-0.635999983,-0.46421402,2.335809697,-1.202020596,-0.422875682,0.200005071,1.360515473,1.678005382
363,Saltspring,SAL25,467319,5403341,b,1,-0.180973645,1.027020916,1.952579454,-1.013014826,-0.635999983,-0.46421402,4.907455717,-1.381871341,-0.273658172,0.200005071,0.506136444,1.492995407
364,Saltspring,SAL26,467325,5403537,b,0,-0.180973645,1.601212093,-0.244224744,0.22236818,-0.635999983,-0.46421402,-0.202047601,-0.482331151,3.026643244,0.200005071,0.963135468,1.58611713
365,Saltspring,SAL27,462099,5405611,b,1,-0.180973645,-0.413305792,-0.244224744,1.230713705,-0.219332731,-0.46421402,-0.202047601,1.614939364,-0.173766437,0.200005071,-0.337934838,-0.342724967
366,Saltspring,SAL28,462109,5405425,c,1,-0.180973645,-0.413305792,-0.244224744,-0.680528137,-0.635999983,4.556632675,-0.202047601,-0.576140657,-0.861400343,0.200005071,-0.56544841,-0.342724967
367,Saltspring,SAL29,462244,5405833,c,1,-0.180973645,-0.413305792,-0.244224744,0.148553924,1.174309172,-0.46421402,-0.202047601,1.877258096,-0.861400343,0.200005071,-0.56544841,-0.342724967
368,Saltspring,SAL30,462416,5405873,b,1,-0.180973645,-0.413305792,-0.244224744,0.669780124,0.503056473,-0.46421402,-0.202047601,1.746602761,-0.518904641,0.200005071,-0.56544841,-0.342724967
369,Saltspring,SAL31,462364,5405770,c,0,-0.180973645,-0.413305792,-0.244224744,1.431865522,-0.478382832,-0.46421402,-0.202047601,1.816709231,-0.712492879,0.200005071,-0.56544841,-0.342724967
370,Saltspring,SAL32,462381,5406057,b,1,-0.180973645,-0.413305792,-0.244224744,-0.643032582,2.193741,-0.46421402,-0.202047601,1.778069724,-0.601391128,0.200005071,-0.56544841,-0.342724967
371,Saltspring,SAL33,461384,5406404,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.075290641,-0.46421402,2.348811068,0.64947904,0.852457728,0.200005071,1.694424638,-0.342724967
372,Saltspring,SAL34,461434,5408927,b,0,-0.180973645,1.72325079,-0.244224744,0.141740833,-0.635999983,-0.46421402,-0.202047601,-0.885695099,0.059191967,0.200005071,1.460595384,-0.342724967
373,Saltspring,SAL35,461508,5408699,c,0,-0.180973645,1.524290561,-0.244224744,0.273260567,-0.635999983,-0.46421402,-0.202047601,-0.79557278,-0.747593511,0.200005071,3.147958466,-0.342724967
374,Saltspring,SAL36,461100,5414199,c,0,-0.180973645,3.45698568,-0.244224744,-1.004514971,-0.635999983,-0.46421402,-0.202047601,-1.264738586,-0.861400343,0.200005071,-0.56544841,2.600298953
375,Saltspring,SAL37,461317,5414154,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-0.714316855,-0.861400343,0.200005071,-0.56544841,-0.342724967
376,Saltspring,SAL38,460869,5414166,c,0,-0.180973645,1.119735924,-0.244224744,0.540742865,-0.635999983,-0.46421402,-0.202047601,-0.362084145,-0.505842883,0.200005071,-0.56544841,1.95593751
377,Saltspring,SAL39,460786,5414382,b,0,-0.180973645,0.899388993,-0.244224744,0.686376101,-0.635999983,-0.46421402,-0.202047601,-0.057062187,-0.492869302,0.200005071,-0.56544841,1.104554133
378,Saltspring,SAL40,460753,5415257,b,0,-0.180973645,-0.183187423,-0.244224744,0.737252976,-0.635999983,-0.46421402,3.469036983,0.05539702,0.124813652,0.200005071,-0.56544841,1.556870591
379,Saltspring,SAL41,460643,5415547,c,0,-0.180973645,-0.413305792,-0.244224744,0.608348697,-0.635999983,-0.46421402,5.020985737,0.471067145,-0.861400343,0.200005071,-0.56544841,1.588364671
380,Saltspring,SAL42,466666,5403431,b,0,-0.180973645,-0.413305792,-0.244224744,1.475011963,-0.533948275,-0.46421402,-0.202047601,-1.379283365,-0.036680547,0.200005071,-0.56544841,-0.342724967
381,Saltspring,SAL43,466704,5403587,c,0,-0.180973645,-0.413305792,-0.244224744,1.179797649,-0.153761315,-0.46421402,-0.202047601,-1.373763435,2.668904083,0.200005071,-0.56544841,-0.342724967
382,Saltspring,SAL44,466688,5403728,b,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,-1.349573187,0.758948961,0.200005071,-0.56544841,-0.342724967
383,Saltspring,SAL45,466766,5403804,c,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,-0.883637739,-0.861400343,0.200005071,-0.56544841,-0.342724967
384,Saltspring,SAL46,466884,5403657,b,0,-0.180973645,-0.413305792,-0.244224744,0.958927751,0.130682398,-0.46421402,-0.202047601,-0.77373938,0.806812684,0.200005071,-0.56544841,-0.342724967
